Case5;Case6;Case7;Case8;Case9;Case10;Actual;Triples
0;1;1;1;0;0;0;bastard peels velocity
0;1;1;1;0;1;0;methods preceding paper
0;1;1;1;0;1;1;Stimulation produced latency
0;1;1;1;0;1;0;tests using substance
0;1;1;1;1;1;0;report fulfills requirements
0;1;1;1;1;1;0;series examined crimes
0;1;1;1;0;1;0;forces defeated troops
0;1;1;1;0;1;0;existence revealed speech
0;1;1;1;0;1;0;verbalizations focused questions
0;1;1;1;0;0;0;talks moving overtime
0;1;1;1;0;0;0;certificate awarded product
0;1;1;1;0;0;0;researchers produced report
0;1;1;1;0;1;0;patient induced coma
0;1;1;1;1;1;1;speech caused combustion
0;1;1;1;1;1;0;documents discussed meeting
0;1;1;1;0;1;0;paragraphs introduce ideas
0;1;1;1;0;0;0;photograph forgotten memory
0;1;1;1;0;1;0;projects investigating aspects
0;1;1;1;0;0;0;court achieved rule
0;1;1;1;0;1;0;court using rule
0;1;1;1;1;0;0;firm reeased report
0;1;1;1;1;1;1;Joint problems caused osteoarthitis
0;1;1;1;0;1;0;project assess state
0;1;1;1;1;1;0;song crumbling group
0;1;0;0;0;0;0;science fiction deal roles
0;1;1;1;1;0;0;motet grows idea
0;1;0;1;0;1;0;song featured character
0;1;1;1;0;1;0;song performed character
0;1;1;1;0;0;0;income went administration
0;1;1;1;1;0;0;president running bankruptcy
0;1;1;1;1;1;0;pact come effect
0;1;1;1;0;0;0;holder appears spiral
0;1;1;1;0;0;0;valves make heart
0;1;1;1;0;1;0;valves flows heart
0;1;0;1;0;1;0;cushion stuffed feathers
0;1;1;1;0;0;1;closure caused backup
0;1;1;1;1;1;0;speech set belief
0;1;1;1;0;0;0;company migrating segments
0;1;1;1;0;0;0;item shipped customer
0;1;1;1;1;1;0;user using gestures
0;1;1;1;0;1;0;conditions spreading areas
0;1;1;1;0;1;0;speech addressing practices
0;1;1;1;0;0;0;figure illustrates results
0;1;1;1;0;1;0;appellant killed malice
0;1;1;1;0;0;0;film asserts tenacity
0;1;0;1;0;1;0;scientists treated antiboitics
0;1;1;1;0;0;0;items shipped customer
0;1;1;1;0;0;0;films delivered viewers
0;1;1;1;0;0;0;impact investigated work
0;1;0;1;0;1;0;Shampoos using acid
0;1;1;1;0;0;0;products shipped areas
0;1;1;1;0;0;0;avenger killed rifle
0;1;1;1;0;1;0;illusion examined experiments
0;1;1;1;0;1;0;complex treated poison
0;1;1;1;1;1;0;students enforced violence
0;1;1;1;0;1;0;fluids enclosed cylinder
0;1;1;1;1;1;0;study assessed evaluations
0;1;1;1;1;1;0;study using evaluations
0;1;1;1;0;0;0;fees charged discussion
0;1;1;1;0;1;0;fees became discussion
0;1;1;1;0;0;0;acetoin distilled filtrate
0;1;1;1;0;0;0;notification declares names
0;1;1;1;0;0;0;researcher started question
0;1;0;1;0;1;0;fox tore fury
0;1;1;0;0;0;0;bombs thrown cars
0;1;0;1;0;1;0;robbers ran scene
0;1;1;1;0;0;1;view rooted perspective
0;1;1;1;0;1;0;vehicles brought city
0;1;1;1;1;1;1;neuron unleashes jolt
0;1;1;1;1;1;0;rule governs use
0;1;0;1;0;1;0;blisters caused antibodies
0;1;0;1;0;1;0;mainspring winding watch
0;1;1;1;0;1;0;candidate approved program
0;1;1;1;0;1;0;beginning explored documents
0;1;1;0;0;1;0;book made study
0;1;1;1;1;1;0;method discovered scholar
0;0;1;0;0;0;0;survivors moved houses
0;0;1;0;0;0;0;young left nest
0;0;1;0;0;0;0;bottle put container
0;0;1;1;0;1;0;method use combination
0;0;1;1;0;1;0;article explore use
0;0;1;0;0;0;1;slide triggered crew
0;0;1;1;0;0;0;company addressed publication
0;0;1;1;0;1;0;volume analyzes concepts
0;0;1;0;0;0;0;tube introduced container
0;0;1;1;0;0;0;offenders absconded officers
0;0;1;1;0;0;0;attractions advertised billboards
0;0;1;1;0;0;0;texts relate anecdotes
0;0;1;1;0;0;0;motor built canister
0;0;1;1;0;0;0;name derived address
0;0;1;0;0;0;0;Molten core dropped river
0;0;1;1;0;1;0;person created content
0;0;1;0;0;0;0;mushroom found mass
0;0;1;1;0;1;0;thesis asserted book
0;0;1;0;0;0;0;clustering resulted clusters
0;0;1;0;0;0;0;tableau placed room
0;0;1;1;1;0;0;car achieved engine
0;0;1;0;0;0;0;book takes phases
0;0;1;1;0;0;0;song criticizes hypocrisy
0;0;1;1;0;0;0;writer created series
0;0;1;0;0;0;0;finger found can
0;0;1;1;0;0;0;shipments arrived stock
0;0;1;1;0;1;0;doctor tells sphygmomanometer
0;0;1;1;0;0;0;doctor using sphygmomanometer
0;0;1;1;0;0;0;fuel delivered bunker
0;0;1;0;0;0;0;anecdotes gathered workers
0;0;1;0;0;0;0;brains removed dish
0;0;1;1;0;0;0;committee assists commission
0;0;1;0;1;0;0;blazes denote trail
0;0;1;1;0;1;1;damage caused bullet
0;0;1;0;0;0;0;feet sunk floor
0;0;1;0;1;0;0;student came solution
0;0;1;1;0;0;0;first part gives techniques
0;0;1;0;0;0;0;chunks fell airplane
0;0;1;0;0;0;0;text handles material
0;0;1;1;0;0;0;associations turning receiverships
0;0;1;1;0;0;0;team assembled team
0;0;1;0;1;1;0;industries emerging economies
0;0;1;1;0;0;0;paper narrated discovery
0;0;1;0;0;0;0;search started scales
0;0;1;1;0;0;0;basis consisting population
0;0;1;0;0;0;0;aunt fell health
0;0;1;0;0;0;0;hand formed gestures
0;0;1;1;0;0;0;system built modules
0;0;1;1;0;0;0;lychee stirs note
0;0;1;1;0;0;0;lychee resonating note
0;0;1;0;0;0;0;answer popped riddle
0;0;1;1;0;0;0;criminal got jail
0;0;1;0;0;0;0;terrorists broke jail
0;0;1;1;0;0;1;streaks see particles
0;0;1;1;0;0;1;streaks caused particles
0;0;1;1;0;0;0;types introduced sections
0;0;1;0;0;0;0;cells migrated tissues
0;0;1;0;0;0;0;newsletter keep happenings
0;0;1;1;0;0;0;newsletter informed happenings
0;0;1;1;0;0;0;assembly attaches cover
0;0;1;0;0;0;0;artist put can
0;0;1;0;0;0;0;memo gives lineup
0;0;1;1;1;0;0;children participated competition
0;0;1;1;0;0;0;company established fireman
0;0;1;1;0;1;0;immigrant arrives port
0;0;1;1;1;0;0;page explains terms
0;0;1;0;0;0;0;drug leaves brain
0;0;1;0;0;0;0;phone moved prototype stage
0;0;1;0;1;0;0;gas centrifuge born camp
0;0;1;1;1;0;0;film departed fare
0;0;1;1;0;0;0;Lymphoeytes drained lymphatics
0;0;1;0;0;0;0;files linked bust
0;0;1;1;0;0;0;body comprised phrase
0;0;1;1;0;1;0;paper presents review
0;0;1;0;0;0;0;journal takes history
0;0;1;1;0;0;0;character devised producers
0;0;1;0;0;0;0;cache stolen goods
0;0;1;0;0;0;0;hardwire put brain
0;0;1;1;0;0;0;index generated package
0;0;1;0;0;0;0;index using package
0;0;1;0;0;0;0;hinge repaired book
0;0;1;0;0;0;0;studies migrating inquiry
0;0;1;0;0;0;0;contractors using entrance
0;0;1;0;0;0;0;boom mounting fitting
0;0;1;1;0;0;0;tongue stuck canteen
0;0;1;1;1;1;0;hole caused missile
0;0;1;1;1;0;0;proposals outlined speech
0;0;1;1;0;0;0;films reap filmmakers
0;0;1;1;0;0;1;perturbations caused moon
0;0;1;0;0;0;0;staff using tools
0;0;1;0;0;0;0;maid fell balcony
0;0;1;0;0;0;0;books charted transformation
0;0;1;0;0;0;0;theory sprout journalists
0;0;1;1;0;0;0;launcher receives system
0;0;1;0;0;0;0;water put well
0;0;1;1;0;0;0;film reveals economy
0;0;1;1;0;0;0;word descended root
0;0;1;1;0;0;0;box contained system
0;0;1;0;0;0;0;box sending system
0;0;1;1;0;0;0;needs approaching society
0;0;1;1;0;0;0;name derived series
0;0;1;0;0;0;0;disposes designated area
0;0;1;0;0;0;0;kingdom comprises areas
0;0;1;1;0;0;0;coterie contributing editors
0;0;1;0;0;0;0;neologisms come literature
0;0;1;1;0;0;0;program based author
0;0;1;0;0;1;0;story created students
0;0;1;0;0;0;0;bark composed phloem
0;0;1;1;0;0;0;setup put chimney
0;0;1;1;0;0;0;talks regarding contract
0;0;1;1;0;0;0;founder growing agency
0;0;1;1;0;0;0;items arrived store
0;0;1;0;0;0;0;busloads ran contention
0;0;1;1;0;0;1;acidity caused carbon dioxide
0;0;1;0;0;0;0;author identifies devil
0;0;1;1;0;0;0;troops arrived areas
0;0;1;0;0;0;0;city constructed station
0;0;1;1;0;0;0;Proposals simplify conference
0;0;1;1;1;0;0;Proposals outlined conference
0;0;1;0;0;0;0;posts imported installation
0;0;1;0;0;0;0;report provides societal impacts
0;0;1;0;0;0;0;painting depicting being
0;0;1;1;0;0;1;mosaicism observed mutation
0;0;1;1;0;0;1;mosaicism derived mutation
0;0;1;0;0;0;0;ship departed harbour
0;0;1;1;0;1;0;organisms spreading areas
0;0;1;0;0;0;0;organization founded student
0;0;1;1;0;0;0;Seminars organised area
0;0;1;1;0;0;0;substance exported cytoplasm
0;0;1;1;0;1;0;way peel debate
0;0;1;1;0;0;0;convention declare ownership
0;0;1;1;0;0;0;request sent moderator
0;0;1;0;0;0;0;hypothesis asserting domination
0;0;1;1;0;1;0;volume synthesizes understanding
0;0;1;0;0;0;0;officials involved dossier
0;0;1;0;0;0;0;volume presents inscriptions
0;0;1;1;0;0;0;note explain rating
0;0;1;1;0;0;0;ossicone grows cartilage
0;0;1;1;1;1;0;committee composed people
0;0;1;0;0;0;0;surface divided plates
0;0;1;0;0;0;0;ray theory study layer
0;0;1;1;0;0;0;book asserts relationship
0;0;1;1;0;0;0;technician uses in-circuit emulator
0;0;1;1;0;1;0;dataset extracted documents
0;0;1;0;0;0;0;tool designed handles
0;0;1;1;1;0;1;variations caused stratospheric winds
0;0;1;0;0;0;0;laugh erected hairs
0;0;1;0;0;0;0;tears flown river
0;0;1;1;0;0;0;reservoir put operation
0;0;1;1;0;0;0;questionnaire comprises sections
0;0;1;1;0;0;0;benefits described sentence
0;0;1;1;0;0;0;rain evaporated forest canopy
0;0;1;0;0;0;0;room moved corner
0;0;1;0;0;0;0;cerebrum made hemispheres
0;0;1;1;0;0;0;remote control fell water
0;0;1;1;1;1;0;dialogue covered economic impact
0;0;1;1;1;0;0;bureau established committee
0;0;1;0;0;0;0;convict protects claim
0;0;1;0;0;0;0;flakeboard produced guardrail
0;0;1;0;0;0;0;flakeboard decommissioned guardrail
0;0;1;1;0;0;0;optimization viewed engineers
0;0;1;1;0;0;0;aircraft departed flight
0;0;1;1;0;1;0;committee made recommendations
0;0;1;0;0;0;0;nose lined tissue
0;0;1;1;0;1;0;device inserted port
0;0;1;0;0;0;0;workshop introduced tools
0;0;1;1;0;0;0;policy presented prevention
0;0;1;0;0;1;0;people migrated areas
0;0;1;0;0;0;0;regulation using valve
0;0;1;0;0;0;0;paddle called canister
0;0;1;0;0;0;0;pages explain significance
0;0;1;1;0;0;0;team includes general counsel
0;0;1;1;0;0;0;plurality predetermined features
0;0;1;1;1;1;0;sheets concerned aspects
0;0;1;1;0;0;0;squads battered shots
0;0;1;1;0;1;0;pole resides receptacle
0;0;1;0;0;0;0;houses built government
0;0;1;1;0;1;0;work prepared employee
0;0;1;1;0;0;0;mother sank depression
0;0;1;0;0;0;0;history ( book
0;0;1;0;0;0;0;history set book
0;0;1;0;0;0;0;aid delivered countries
0;0;1;0;0;0;0;cow produced milk
0;0;1;0;0;0;0;vessels defaced badge
0;0;1;1;0;0;1;contractions caused prostaglandins
0;0;1;1;0;0;0;timers booted event
0;0;1;1;1;1;1;shifts caused gas flows
0;0;1;0;0;0;0;book provides role
0;0;1;1;0;1;0;letter discussing teaching duties
0;0;1;1;0;0;0;Concerns regarding data protection
0;0;1;1;0;0;0;program recorded notes
0;0;1;1;1;0;0;answer came paragraph
0;0;1;1;0;1;0;officer battered ram
0;0;1;1;0;0;0;proverb consisting parts
0;0;1;0;0;0;0;methods adopted paper
0;0;1;0;0;0;0;methods described paper
0;0;1;1;1;1;0;areas added spaces
0;0;1;0;0;0;0;Victims transported room
0;0;1;1;0;0;0;array developed group
0;0;1;1;0;0;0;body abandoned laundry bag
0;0;1;1;0;0;0;products governed agreement
0;0;1;1;0;0;0;Goods transported countries
0;0;1;1;0;0;0;Personality includes style
0;0;1;1;0;0;0;supreme court applied amendment
0;0;1;0;0;1;0;paper describe derivation
0;0;1;1;1;0;0;letter contains instructions
0;0;1;1;1;0;0;bait got frig
0;0;1;1;0;0;0;conference organised roundtables
0;0;1;1;0;0;0;apparatus produces vessel
0;0;1;0;0;0;0;sketch setting ideas
0;0;1;1;0;0;0;funds invested schemes
0;0;1;0;0;1;0;head popped clothing
0;0;1;0;0;0;0;article extracted book
0;0;1;1;0;0;0;test added exam
0;0;1;0;0;0;0;examination started head
0;0;1;1;0;0;0;archives publish studies
0;0;1;1;0;0;0;Scientists analysing warning
0;0;1;0;0;0;0;photos leaked journal
0;0;1;0;0;0;0;mechanism enclosed bath
0;0;1;0;0;0;0;stone put pot
0;0;1;1;0;0;0;statute declared trade
0;0;1;0;0;0;0;countries related history
0;0;1;0;0;0;0;Cancellations notified mail
0;0;1;1;0;0;0;method comprises step
0;0;1;1;0;0;0;talk related tricks
0;0;1;1;0;0;0;system using rig
0;0;1;1;0;0;1;pollution causes warming
0;0;1;0;0;0;0;server driven approach
0;0;1;0;0;0;0;offices placed building
0;0;1;0;1;0;0;ointment put eyelid
0;0;1;1;1;0;0;engineer worked machine
0;0;1;1;0;1;0;story tell conquest
0;0;1;0;0;0;0;person came brakes
0;0;1;0;0;0;0;Lactic acid made dextrose
0;0;1;0;0;0;0;display receives cable
0;0;1;0;0;0;0;satellite manoeuvred orbit
0;0;1;1;0;1;1;measure gained lectures
0;0;1;0;0;0;0;awards honour projects
0;0;1;1;0;0;0;drug put tubes
0;0;1;0;0;0;0;manna hidden pot
0;0;1;0;0;0;0;industry recycling backfill
0;0;1;0;0;0;0;entrance shows building
0;0;1;1;0;0;0;phonograph developed work
0;0;1;1;0;0;0;artworks reveal view
0;0;1;1;0;0;0;committee secured creditors
0;0;1;1;0;1;0;media treated mixture
0;0;1;1;0;0;0;explanation set appendix
0;0;1;0;0;0;0;internal auditors moved locations
0;0;1;1;0;0;0;workpackage comprise tasks
0;0;1;1;0;0;0;workpackage following tasks
0;0;1;0;0;0;0;deposits put account
0;0;1;1;0;0;1;tsunami missing displacement
0;0;1;1;0;0;0;responsibilities handed care
0;0;1;0;0;0;0;letter contains copy
0;0;1;1;0;0;0;letter encloses copy
0;0;1;0;0;0;0;nunt originating cuisine
0;0;1;0;0;0;0;aircraft departed airport
0;0;1;0;0;0;0;pages found tankard
0;0;1;0;0;0;0;pages wadded tankard
0;0;1;1;0;1;0;notes give changes
0;0;1;0;0;0;0;method comprises steps
0;0;1;1;0;0;0;theory governed exchange
0;0;1;1;0;0;0;pump employs coupling
0;0;1;0;0;0;0;flights departing airspace
0;0;1;0;0;0;0;restaurant fallen list
0;0;1;1;0;0;0;government established agency
0;0;1;1;0;0;0;design driven studio
0;0;1;1;0;0;0;company determine benchmarking
0;0;1;1;0;0;0;company using benchmarking
0;0;1;1;0;0;0;association assembled kits
0;0;1;0;0;0;0;water poured river
0;0;1;0;0;0;0;book involves process
0;0;1;1;0;0;0;motions regarding discipline
0;0;1;0;0;0;0;money buy pocket
0;0;1;0;1;0;0;money coming pocket
0;0;1;0;1;0;0;fish pushed sea
0;0;1;1;0;0;0;list generated call
0;0;1;1;0;0;0;film uses flashbacks
0;0;1;1;0;0;0;company assembled portfolio
0;0;1;1;0;0;0;manuscript introduced justice
0;0;1;1;0;0;0;generations departed future survival
0;0;1;0;0;0;0;ornaments blown molds
0;0;1;1;0;1;0;notes detailing ideas
0;0;1;0;0;0;0;letter arrived headquarters
0;0;1;0;0;0;0;hydrants tested facility
0;0;1;0;0;0;0;mechanism consists bridge
0;0;1;0;1;0;0;ship dissapeared harbour
0;0;1;1;0;0;0;award bestowed organization
0;0;1;1;0;0;0;officer reached apparatus
0;0;1;0;0;0;0;exhibition displayed view
0;0;1;1;0;0;0;constitution prepared leaders
0;0;1;1;0;0;0;respondents using programs
0;0;1;0;0;0;0;preforms blown bottles
0;0;1;1;0;0;0;fable illustrates progress
0;0;1;1;0;0;0;press continues results
0;0;1;0;0;0;0;press digest results
0;0;1;0;0;0;0;body specialized traders
0;0;1;1;0;0;0;engineers devised method
0;0;1;1;0;0;0;parameters described text
0;0;1;1;0;0;0;maternity wards sinking chaos
0;0;1;0;0;0;0;machine contains reservoir
0;0;1;0;0;0;0;box arrived braces
0;0;1;0;0;0;0;industry constitutes economy
0;0;1;1;0;0;0;firm co-founded head
0;0;1;0;0;0;0;technical terms defined glossary section
0;0;1;0;0;0;0;bill regulating commerce
0;0;1;0;0;0;0;claim issued quarters
0;0;1;0;0;0;0;products grown defendant
0;0;1;0;0;0;0;sweetcorn filled cobs
0;0;1;1;0;1;0;person creates couverture
0;0;1;1;0;0;0;images found reliquary
0;0;1;1;0;0;0;commissioner assisted officers
0;0;1;0;0;0;0;help arrived quarter
0;0;1;0;0;0;0;area accommodated pen
0;0;1;0;0;0;0;child killed nail
0;0;1;1;0;0;0;wainwright worked shapes
0;0;1;1;0;0;0;wainwright whittling shapes
0;0;1;1;0;0;0;wainwright lathing shapes
0;0;1;1;0;0;0;ring unleashes power
0;0;1;1;1;0;0;name leaked article
0;0;1;0;0;0;0;candidate graduated program
0;0;1;1;0;0;0;name leaked chatrooms
0;0;1;0;0;0;0;coolant contained bottle
0;0;1;1;1;0;1;vacancy created retirement
0;0;1;1;0;0;0;firefighters described horror
0;0;1;0;0;0;0;trio performs artists
0;0;1;0;0;0;0;cabinet encloses woofer
0;0;1;0;0;0;0;observations determine kinematics
0;0;1;1;0;0;0;substance found letter
0;0;1;1;0;0;0;manufacturer using parts
0;0;1;0;0;0;1;light broken table-lamp
0;0;0;1;0;0;0;thesis defines clinical characteristics
0;0;0;1;0;0;0;gift arrived friend
0;0;0;1;0;0;0;family constructed features
0;0;0;1;0;0;0;inspector left yard
0;0;0;1;0;0;0;plant builds vehicles
0;0;0;1;1;0;0;man carried car
0;0;0;1;0;0;0;blogger going conversation
0;0;0;1;0;0;0;body unleashes passenger
0;0;0;1;0;0;0;Researchers synthesized ingredients
0;0;0;1;0;0;0;narrative telling history
0;0;0;1;0;0;0;topics related song
0;0;0;1;0;0;0;film revolves cadaver
0;0;0;1;0;0;0;heart created artist
0;0;0;1;0;0;0;position defined canon law
0;0;0;1;0;1;0;player vibrating string
0;0;0;1;0;0;1;bacteria sleeping sickness
0;0;0;1;0;0;0;newsletter published happenings
0;0;0;1;0;0;0;methane migrated wells
0;0;0;1;0;0;0;guy thought story
0;0;0;1;0;0;0;team travelling territory
0;0;0;1;0;0;0;person assists employee
0;0;0;1;0;0;0;body appointed elders
0;0;0;1;0;0;0;evening centered courage
0;0;0;1;0;0;0;chabazite contained multiple U-tube
0;0;0;1;0;0;0;Responses obtained presidents
0;0;0;1;0;0;0;stories based historical truths
0;0;0;1;0;0;0;electronic engineer migrated embedded software
0;0;0;1;0;0;0;producer paid programs
0;0;0;1;0;0;0;person prepares goods
0;0;0;1;0;0;0;exhibition examines contacts
0;0;0;1;0;0;0;virus originated bird
0;0;0;1;0;0;0;guards left building
0;0;0;1;0;0;0;stories spawned prequels
0;0;0;1;0;0;0;class examine therapeutic benefits
0;0;0;1;0;0;0;letter sent group
0;0;0;1;0;0;0;script creates index
0;0;0;1;0;0;0;radio keeps development
0;0;0;1;0;0;0;article claiming music
0;0;0;1;0;0;0;catheter inserted artery
0;0;0;1;0;0;0;blank made carton
0;0;0;1;0;0;0;program creates notes
0;0;0;1;0;0;0;contestant gave answer
0;0;0;1;0;1;0;patient placed coma
0;0;0;1;0;0;0;fetus derived embryo
0;0;0;1;0;0;0;lactoferrin transported blood
0;0;0;1;0;0;0;tutorial aims musical theory
0;0;0;1;0;0;0;tutorial summarise musical theory
0;0;0;1;0;0;0;files reveal plot
0;0;0;1;0;1;0;creator played game
0;0;0;1;0;0;0;seawater make ions
0;0;0;1;0;0;0;tapir hit hoof
0;0;0;1;0;0;0;Sets denoted letters
0;0;0;1;0;0;0;artist restrained creations
0;0;0;1;0;0;0;engineer designed machine
0;0;0;1;0;0;0;award given scholar
0;0;0;1;0;0;0;cooper makes barrels
0;0;0;1;0;0;0;family went village
0;0;0;1;0;0;0;probe generated fragment
0;0;0;1;0;0;0;probe amplified fragment
0;0;0;1;0;0;0;teacher using literature
0;0;0;1;0;0;0;kids ran place
0;0;0;1;0;0;0;player moved next round
0;0;0;1;0;1;0;word originates race
0;0;0;1;0;0;0;applicant accredited school
0;0;0;1;0;0;0;lord continues giving
0;0;0;1;0;0;0;lord demonstrate giving
0;0;0;1;0;0;0;musician treated preparation
0;0;0;1;0;0;0;series investigating rites
0;0;0;1;0;0;0;world live life
0;0;0;1;0;0;0;craftsperson creates representation
0;0;0;1;0;1;0;computer company running problems
0;0;0;1;0;0;0;women developed style
0;0;0;1;0;0;1;dips caused y-rays
0;0;0;1;0;0;0;manufacturer assembles parts
0;0;0;0;1;0;0;couple piled waters
0;0;0;0;0;1;0;daughter fell coma
0;0;0;0;0;1;0;ligature assists performer
0;0;0;0;0;1;0;train going photographer
0;0;0;0;0;0;1;collision resulted crashes
0;0;1;1;0;0;1;force generated joystick
0;1;1;1;0;0;1;dust dry nosebleeds