Case5;Case6;Case7;Case8;Case9;Case10;Triple
1.0;1.0;1.0;1.0;1.0;1.0; devastation includes waste
1.0;0.0;1.0;1.0;0.0;1.0; device inserted port
1.0;0.0;1.0;1.0;1.0;1.0; dialogue covered economic impact
0.0;0.0;0.0;1.0;0.0;0.0; dips caused y-rays
1.0;1.0;1.0;1.0;0.0;1.0; dirt cause acne
1.0;1.0;1.0;1.0;1.0;1.0; disaster caused hurricane
1.0;1.0;1.0;1.0;1.0;1.0; discussion focusing violence
1.0;1.0;1.0;1.0;1.0;1.0; discussion made concept
1.0;1.0;1.0;1.0;1.0;1.0; discussion presented appendix
1.0;1.0;1.0;1.0;1.0;1.0; diseases caused gene mutations
1.0;1.0;1.0;1.0;1.0;1.0; disorders caused drinking
1.0;1.0;1.0;1.0;1.0;1.0; disorders caused mutation
0.0;0.0;1.0;0.0;0.0;0.0; display receives cable
1.0;1.0;1.0;1.0;0.0;0.0; display showing status
1.0;0.0;1.0;0.0;0.0;0.0; disposes designated area
1.0;1.0;1.0;1.0;1.0;1.0; dispute concerning interpretation
1.0;1.0;1.0;1.0;1.0;1.0; distraction caused incident
1.0;1.0;1.0;1.0;1.0;1.0; distraction coupled incident
1.0;1.0;1.0;1.0;1.0;1.0; disturbances build erosion
1.0;1.0;1.0;1.0;1.0;1.0; disturbances lead erosion
1.0;1.0;1.0;1.0;1.0;0.0; disturbances required erosion
1.0;1.0;1.0;1.0;1.0;1.0; dizziness caused injury
1.0;0.0;1.0;1.0;0.0;1.0; doctor tells sphygmomanometer
0.0;0.0;1.0;1.0;0.0;0.0; doctor using sphygmomanometer
1.0;1.0;1.0;1.0;1.0;1.0; document established levels
1.0;1.0;1.0;1.0;1.0;0.0; document sets facts
1.0;1.0;1.0;1.0;1.0;1.0; documents discussed meeting
1.0;1.0;1.0;1.0;1.0;1.0; documents troubling strategies
1.0;1.0;1.0;1.0;0.0;0.0; dollars put economy
1.0;1.0;1.0;1.0;1.0;1.0; dopamine causes depression
1.0;1.0;1.0;1.0;1.0;1.0; downturn made people
1.0;1.0;1.0;1.0;1.0;1.0; drag caused atmosphere
1.0;1.0;1.0;1.0;1.0;0.0; drilling threatens chemicals
1.0;1.0;1.0;1.0;1.0;1.0; drop caused recession
1.0;0.0;1.0;0.0;0.0;0.0; drug leaves brain
1.0;0.0;1.0;1.0;0.0;0.0; drug put tubes
1.0;1.0;1.0;1.0;1.0;1.0; dust collected caisson
1.0;1.0;1.0;1.0;1.0;1.0; dust produces irritation
1.0;1.0;1.0;1.0;1.0;0.0; dust set alarm
1.0;0.0;0.0;0.0;0.0;0.0; dynamite used blasting
1.0;1.0;1.0;1.0;1.0;1.0; effect achieved way
1.0;1.0;1.0;1.0;1.0;1.0; effect lighting light
1.0;1.0;1.0;1.0;0.0;0.0; effort gone development
1.0;1.0;1.0;1.0;1.0;1.0; efforts invested objective
1.0;0.0;0.0;0.0;0.0;0.0; egg came species
1.0;0.0;1.0;1.0;1.0;1.0; election caused appointment
1.0;1.0;1.0;1.0;1.0;1.0; electrical short caused fire
1.0;1.0;1.0;1.0;1.0;0.0; electricity produced biomass
0.0;0.0;0.0;1.0;0.0;0.0; electronic engineer migrated embedded software
1.0;1.0;1.0;1.0;1.0;1.0; energy caused posters
1.0;1.0;1.0;1.0;1.0;1.0; energy going source
0.0;0.0;0.0;1.0;0.0;0.0; engineer designed machine
0.0;0.0;1.0;1.0;1.0;0.0; engineer worked machine
1.0;0.0;1.0;1.0;0.0;0.0; engineers devised method
1.0;0.0;1.0;0.0;0.0;0.0; entrance shows building
1.0;1.0;1.0;1.0;1.0;1.0; entrapments resulted suffocation
1.0;0.0;0.0;0.0;0.0;0.0; episode documented video
1.0;1.0;1.0;1.0;1.0;1.0; error caused tags
1.0;0.0;0.0;0.0;0.0;0.0; essay surveying literature
1.0;0.0;0.0;0.0;0.0;0.0; essays collected book
0.0;0.0;0.0;1.0;0.0;0.0; evening centered courage
1.0;1.0;1.0;1.0;1.0;1.0; events caused dissolution
1.0;1.0;1.0;1.0;1.0;1.0; evidence arose results
1.0;1.0;1.0;1.0;1.0;1.0; evidence came study
1.0;0.0;1.0;0.0;0.0;0.0; examination started head
1.0;1.0;1.0;1.0;1.0;1.0; excerpt revolved theme
0.0;0.0;1.0;0.0;0.0;0.0; exhibition displayed view
0.0;0.0;0.0;1.0;0.0;0.0; exhibition examines contacts
1.0;0.0;1.0;1.0;1.0;1.0; exhibition sustained contacts
0.0;1.0;1.0;1.0;0.0;1.0; existence revealed speech
1.0;1.0;1.0;1.0;1.0;1.0; expansion resulted movements
1.0;1.0;1.0;1.0;0.0;1.0; experience ensued blend
1.0;0.0;1.0;1.0;0.0;0.0; explanation set appendix
1.0;0.0;1.0;1.0;1.0;0.0; exploration moving waters
1.0;1.0;1.0;1.0;1.0;1.0; explosion caused crater
1.0;1.0;1.0;1.0;1.0;1.0; explosion triggered blast
1.0;0.0;1.0;1.0;0.0;0.0; fable illustrates progress
0.0;0.0;0.0;1.0;0.0;0.0; family constructed features
0.0;1.0;0.0;1.0;0.0;1.0; family supporting features
0.0;0.0;0.0;1.0;0.0;0.0; family went village
1.0;1.0;0.0;1.0;0.0;0.0; father killed bar
1.0;1.0;1.0;1.0;1.0;1.0; fear caused power
1.0;1.0;1.0;1.0;1.0;1.0; fear caused stab
1.0;1.0;1.0;1.0;1.0;1.0; fear suffered stab
1.0;1.0;1.0;1.0;1.0;1.0; fear triggered death
1.0;1.0;1.0;1.0;0.0;1.0; fees became discussion
0.0;1.0;1.0;1.0;0.0;0.0; fees charged discussion
1.0;0.0;1.0;0.0;0.0;0.0; feet sunk floor
0.0;0.0;0.0;1.0;0.0;0.0; fetus derived embryo
1.0;1.0;1.0;1.0;0.0;0.0; figure illustrates results
1.0;0.0;0.0;0.0;0.0;0.0; figurine hidden cake
0.0;0.0;1.0;0.0;0.0;0.0; files linked bust
1.0;0.0;0.0;1.0;0.0;0.0; files reveal plot
1.0;1.0;1.0;1.0;0.0;0.0; film asserts tenacity
1.0;0.0;1.0;1.0;1.0;0.0; film departed fare
1.0;0.0;1.0;1.0;0.0;0.0; film reveals economy
0.0;0.0;0.0;1.0;0.0;0.0; film revolves cadaver
0.0;0.0;1.0;1.0;0.0;0.0; film uses flashbacks
1.0;1.0;1.0;1.0;0.0;0.0; films delivered viewers
1.0;0.0;0.0;0.0;0.0;0.0; films portrayed mental illness
1.0;0.0;1.0;1.0;0.0;0.0; films reap filmmakers
0.0;0.0;1.0;0.0;0.0;0.0; finger found can
1.0;1.0;1.0;1.0;1.0;1.0; fire originated area
1.0;0.0;1.0;1.0;0.0;0.0; firefighters described horror
0.0;0.0;1.0;1.0;0.0;0.0; firm co-founded head
1.0;1.0;1.0;1.0;1.0;0.0; firm reeased report
1.0;0.0;1.0;1.0;0.0;0.0; first part gives techniques
1.0;0.0;1.0;0.0;1.0;0.0; fish pushed sea
1.0;0.0;0.0;0.0;0.0;0.0; fish swim shoal
0.0;0.0;1.0;0.0;0.0;0.0; flakeboard decommissioned guardrail
0.0;0.0;1.0;0.0;0.0;0.0; flakeboard produced guardrail
1.0;0.0;1.0;0.0;0.0;0.0; flights departing airspace
1.0;1.0;1.0;1.0;1.0;1.0; flooding caused clogging
1.0;1.0;1.0;1.0;1.0;1.0; flooding caused cyclone
1.0;1.0;1.0;1.0;1.0;1.0; floods caused rains
1.0;1.0;1.0;1.0;1.0;1.0; flu cause stress
1.0;1.0;1.0;1.0;1.0;1.0; flu include chills
1.0;1.0;1.0;1.0;1.0;1.0; flu increases stress
0.0;1.0;1.0;1.0;0.0;1.0; fluid spread body
1.0;1.0;1.0;1.0;0.0;1.0; fluids enclosed cylinder
1.0;1.0;1.0;1.0;0.0;1.0; forces defeated troops
1.0;0.0;1.0;1.0;0.0;0.0; founder growing agency
0.0;1.0;0.0;1.0;0.0;1.0; fox tore fury
0.0;0.0;1.0;1.0;0.0;0.0; fuel delivered bunker
1.0;0.0;1.0;1.0;0.0;0.0; funds invested schemes
1.0;1.0;1.0;1.0;1.0;1.0; fungi cause disease
1.0;0.0;1.0;0.0;1.0;0.0; gas centrifuge born camp
1.0;0.0;1.0;1.0;1.0;0.0; gases emanated sources
1.0;0.0;1.0;1.0;0.0;0.0; generations departed future survival
1.0;1.0;1.0;1.0;1.0;1.0; generator creates principle
1.0;1.0;1.0;1.0;1.0;1.0; generator using principle
0.0;0.0;0.0;1.0;0.0;0.0; gift arrived friend
1.0;0.0;0.0;0.0;0.0;0.0; girl finds companion
1.0;1.0;1.0;1.0;0.0;1.0; girl journeyed danger
1.0;0.0;1.0;1.0;0.0;0.0; government established agency
1.0;1.0;1.0;1.0;1.0;0.0; guard scowling look
0.0;0.0;0.0;1.0;0.0;0.0; guards left building
1.0;1.0;1.0;1.0;1.0;1.0; guide outlines issues
1.0;0.0;0.0;1.0;0.0;0.0; guy thought story
1.0;1.0;1.0;1.0;0.0;1.0; hair loss caused stress
1.0;1.0;1.0;1.0;1.0;1.0; hall fell disuse
1.0;0.0;1.0;0.0;0.0;0.0; hand formed gestures
0.0;0.0;1.0;0.0;0.0;0.0; hardwire put brain
1.0;1.0;1.0;1.0;1.0;1.0; harm caused flood
1.0;1.0;1.0;1.0;1.0;1.0; harm caused quake
0.0;0.0;1.0;0.0;0.0;1.0; head popped clothing
0.0;0.0;0.0;1.0;0.0;0.0; heart created artist
1.0;0.0;1.0;0.0;0.0;0.0; help arrived quarter
0.0;0.0;1.0;0.0;0.0;0.0; hinge repaired book
0.0;0.0;1.0;0.0;0.0;0.0; history ( book
1.0;0.0;1.0;0.0;0.0;0.0; history set book
1.0;1.0;1.0;1.0;0.0;0.0; holder appears spiral
1.0;0.0;1.0;1.0;1.0;1.0; hole caused missile
1.0;1.0;1.0;1.0;1.0;1.0; hormone produced gland
0.0;0.0;1.0;0.0;0.0;0.0; houses built government
1.0;1.0;1.0;1.0;1.0;1.0; humiliation comes people
0.0;0.0;1.0;0.0;0.0;0.0; hydrants tested facility
1.0;0.0;0.0;0.0;0.0;0.0; hyperlink inserted field
1.0;0.0;1.0;0.0;0.0;0.0; hypothesis asserting domination
1.0;0.0;0.0;0.0;0.0;0.0; ice broke shore
1.0;1.0;1.0;1.0;1.0;1.0; idiot pulls motion
1.0;1.0;1.0;1.0;1.0;1.0; illness caused bacteria
1.0;1.0;1.0;1.0;0.0;1.0; illness triggered chickenpox
1.0;1.0;1.0;1.0;0.0;1.0; illusion examined experiments
1.0;0.0;1.0;1.0;0.0;0.0; images found reliquary
1.0;1.0;1.0;1.0;1.0;1.0; imbalance caused torque
0.0;0.0;1.0;1.0;0.0;1.0; immigrant arrives port
1.0;1.0;1.0;1.0;1.0;1.0; impact caused slit
1.0;1.0;1.0;1.0;0.0;0.0; impact investigated work
1.0;1.0;1.0;1.0;1.0;1.0; implications indicated publication
1.0;1.0;1.0;1.0;1.0;1.0; incident caused entry
1.0;1.0;1.0;1.0;1.0;1.0; incidents resulted injuries
1.0;1.0;1.0;1.0;1.0;1.0; incidents resulted poisonings
0.0;1.0;1.0;1.0;0.0;0.0; income went administration
1.0;1.0;1.0;1.0;1.0;1.0; incoming water caused stain
1.0;1.0;1.0;1.0;1.0;1.0; inconvenience caused fence
1.0;0.0;1.0;1.0;0.0;0.0; index generated package
1.0;0.0;1.0;0.0;0.0;0.0; index using package
1.0;0.0;1.0;0.0;1.0;1.0; industries emerging economies
1.0;0.0;1.0;0.0;0.0;0.0; industry constitutes economy
0.0;0.0;1.0;0.0;0.0;0.0; industry recycling backfill
1.0;1.0;1.0;1.0;1.0;1.0; infection caused fungus
1.0;0.0;1.0;0.0;1.0;0.0; information came press release
1.0;1.0;1.0;1.0;1.0;1.0; injuries caused fireworks
1.0;1.0;1.0;1.0;1.0;1.0; injuries obtained fireworks
1.0;1.0;1.0;1.0;1.0;1.0; injury caused person
1.0;0.0;0.0;1.0;0.0;0.0; inspector left yard
1.0;0.0;0.0;0.0;0.0;0.0; insulin extracted pancreases
1.0;1.0;1.0;1.0;1.0;1.0; interaction arose layers
0.0;0.0;1.0;0.0;0.0;0.0; internal auditors moved locations
1.0;1.0;1.0;1.0;1.0;1.0; investigations provided evidence
1.0;1.0;1.0;1.0;1.0;1.0; ion derived acid
1.0;1.0;1.0;1.0;1.0;1.0; irritants cause coughing
1.0;1.0;1.0;1.0;1.0;0.0; issues addressed myth
0.0;1.0;1.0;1.0;0.0;0.0; item shipped customer
1.0;0.0;1.0;1.0;0.0;0.0; items arrived store
0.0;1.0;1.0;1.0;0.0;0.0; items shipped customer
1.0;0.0;0.0;0.0;0.0;0.0; joke driven comedy
0.0;0.0;1.0;0.0;0.0;0.0; journal takes history
1.0;1.0;1.0;1.0;0.0;0.0; journalists become discussion
0.0;0.0;0.0;1.0;0.0;0.0; kids ran place
1.0;0.0;1.0;0.0;0.0;0.0; kingdom comprises areas
1.0;1.0;1.0;0.0;0.0;1.0; labor put building
1.0;0.0;0.0;1.0;0.0;0.0; lactoferrin transported blood
1.0;0.0;0.0;0.0;0.0;0.0; larvae placed vial
0.0;0.0;1.0;0.0;0.0;0.0; laugh erected hairs
0.0;0.0;1.0;1.0;0.0;0.0; launcher receives system
1.0;1.0;1.0;1.0;0.0;0.0; law covering registration
1.0;1.0;1.0;1.0;1.0;1.0; laws applying war
1.0;0.0;0.0;0.0;0.0;0.0; leader handed police
1.0;0.0;1.0;1.0;1.0;1.0; leaflet informing qualities
1.0;1.0;1.0;1.0;1.0;1.0; leakage caused person
1.0;0.0;1.0;1.0;1.0;1.0; lectures summarised thoughts
0.0;0.0;1.0;0.0;0.0;0.0; letter arrived headquarters
1.0;1.0;1.0;1.0;1.0;1.0; letter contained dispute
0.0;0.0;1.0;0.0;0.0;0.0; letter contains copy
1.0;0.0;1.0;1.0;1.0;0.0; letter contains instructions
1.0;0.0;1.0;1.0;0.0;1.0; letter discussing teaching duties
0.0;0.0;1.0;1.0;0.0;0.0; letter encloses copy
0.0;0.0;0.0;1.0;0.0;0.0; letter sent group
1.0;1.0;1.0;1.0;0.0;1.0; liberties set laws
1.0;0.0;0.0;0.0;0.0;0.0; license issued state
1.0;0.0;1.0;0.0;1.0;0.0; life related movie
0.0;0.0;0.0;0.0;0.0;1.0; ligature assists performer
0.0;0.0;1.0;0.0;0.0;0.0; light broken table-lamp
1.0;1.0;1.0;1.0;1.0;1.0; light emanated table-lamp
1.0;1.0;1.0;1.0;1.0;1.0; light radiating face
1.0;1.0;1.0;1.0;1.0;1.0; light radiating friend
1.0;1.0;1.0;1.0;1.0;1.0; lighting rendering works
1.0;0.0;1.0;1.0;0.0;0.0; list generated call
1.0;1.0;1.0;1.0;0.0;0.0; list prepared records
1.0;0.0;1.0;0.0;1.0;0.0; log- jam pending cases
0.0;0.0;0.0;1.0;0.0;0.0; lord continues giving
0.0;0.0;0.0;1.0;0.0;0.0; lord demonstrate giving
1.0;0.0;1.0;1.0;0.0;0.0; lychee resonating note
1.0;0.0;1.0;1.0;0.0;0.0; lychee stirs note
1.0;0.0;1.0;0.0;0.0;0.0; machine contains reservoir
0.0;0.0;1.0;0.0;0.0;0.0; maid fell balcony
0.0;1.0;0.0;1.0;0.0;1.0; mainspring winding watch
0.0;0.0;0.0;1.0;1.0;0.0; man carried car
1.0;0.0;0.0;0.0;0.0;0.0; man relaxes testosterone
0.0;0.0;1.0;0.0;0.0;0.0; manna hidden pot
0.0;0.0;0.0;1.0;0.0;0.0; manufacturer assembles parts
0.0;0.0;1.0;1.0;0.0;0.0; manufacturer using parts
0.0;0.0;1.0;1.0;0.0;0.0; manuscript introduced justice
1.0;0.0;1.0;1.0;0.0;0.0; maternity wards sinking chaos
1.0;0.0;1.0;1.0;0.0;1.0; measure gained lectures
1.0;1.0;1.0;1.0;1.0;1.0; mechanism composed magnet
0.0;0.0;1.0;0.0;0.0;0.0; mechanism consists bridge
0.0;0.0;1.0;0.0;0.0;0.0; mechanism enclosed bath
0.0;1.0;1.0;1.0;0.0;0.0; mechanism seated magnet
1.0;0.0;0.0;0.0;0.0;0.0; medal contained box
1.0;0.0;1.0;1.0;0.0;1.0; media treated mixture
1.0;0.0;0.0;0.0;0.0;0.0; medicine given patient
0.0;1.0;1.0;1.0;1.0;0.0; meeting decided vote
1.0;1.0;1.0;1.0;0.0;1.0; members drafted ordinance
0.0;0.0;1.0;0.0;0.0;0.0; memo gives lineup
1.0;1.0;1.0;1.0;0.0;1.0; merger running opposition
1.0;0.0;0.0;1.0;0.0;0.0; methane migrated wells
1.0;1.0;1.0;1.0;0.0;0.0; method clearing combination
1.0;0.0;1.0;1.0;0.0;0.0; method comprises step
1.0;0.0;1.0;0.0;0.0;0.0; method comprises steps
1.0;1.0;1.0;1.0;1.0;1.0; method discovered scholar
1.0;0.0;1.0;1.0;0.0;1.0; method use combination
0.0;0.0;1.0;0.0;0.0;0.0; methods adopted paper
0.0;0.0;1.0;0.0;0.0;0.0; methods described paper
1.0;1.0;1.0;1.0;1.0;1.0; methods described publication
0.0;1.0;1.0;1.0;0.0;1.0; methods preceding paper
1.0;1.0;1.0;1.0;1.0;1.0; misinterpretation caused word
1.0;1.0;1.0;1.0;0.0;0.0; model derived example
1.0;1.0;1.0;1.0;1.0;1.0; model developed event
1.0;0.0;0.0;0.0;0.0;0.0; module imported browser
1.0;0.0;1.0;0.0;0.0;0.0; money buy pocket
1.0;0.0;1.0;0.0;1.0;0.0; money coming pocket
1.0;0.0;1.0;0.0;1.0;0.0; money handed custody
1.0;1.0;1.0;1.0;0.0;1.0; monsoons caused change
0.0;0.0;1.0;1.0;0.0;0.0; mosaicism derived mutation
1.0;0.0;1.0;1.0;0.0;0.0; mosaicism observed mutation
1.0;1.0;1.0;1.0;1.0;0.0; motet grows idea
1.0;0.0;1.0;1.0;0.0;0.0; mother sank depression
1.0;0.0;1.0;1.0;0.0;0.0; motions regarding discipline
1.0;0.0;1.0;1.0;0.0;0.0; motor built canister
1.0;0.0;0.0;0.0;0.0;0.0; motor using belt
1.0;0.0;0.0;0.0;0.0;0.0; movie featured sheep
1.0;0.0;0.0;0.0;0.0;0.0; movie mutated sheep
1.0;1.0;1.0;1.0;1.0;1.0; murders result conviction
1.0;0.0;1.0;0.0;0.0;0.0; mushroom found mass
1.0;0.0;0.0;1.0;0.0;0.0; musician treated preparation
1.0;0.0;1.0;1.0;0.0;0.0; name derived address
1.0;0.0;1.0;1.0;0.0;0.0; name derived series
1.0;0.0;1.0;1.0;1.0;0.0; name leaked article
0.0;0.0;1.0;1.0;0.0;0.0; name leaked chatrooms
1.0;0.0;1.0;1.0;0.0;0.0; name originated times
1.0;0.0;0.0;0.0;0.0;0.0; nanotubes introduced cavity
1.0;1.0;1.0;1.0;1.0;1.0; narrative comprises interplay
0.0;0.0;0.0;1.0;0.0;0.0; narrative telling history
0.0;0.0;1.0;1.0;0.0;0.0; needs approaching society
0.0;0.0;1.0;0.0;0.0;0.0; neologisms come literature
1.0;1.0;1.0;1.0;1.0;1.0; neuron unleashes jolt
0.0;0.0;1.0;1.0;0.0;0.0; newsletter informed happenings
1.0;0.0;1.0;0.0;0.0;0.0; newsletter keep happenings
0.0;0.0;0.0;1.0;0.0;0.0; newsletter published happenings
1.0;0.0;1.0;1.0;1.0;0.0; noise biasing resistors
1.0;1.0;1.0;1.0;1.0;1.0; noise caused powertrain
1.0;1.0;1.0;1.0;1.0;1.0; noise caused resistors
1.0;1.0;1.0;1.0;1.0;1.0; noise triggered quake
1.0;0.0;1.0;0.0;0.0;0.0; nose lined tissue
1.0;0.0;1.0;1.0;0.0;0.0; note explain rating
1.0;0.0;1.0;1.0;0.0;1.0; notes detailing ideas
1.0;0.0;1.0;1.0;0.0;1.0; notes give changes
1.0;1.0;1.0;1.0;0.0;0.0; notification declares names
1.0;0.0;0.0;0.0;0.0;0.0; nucleocapsids transported nuclei
1.0;0.0;0.0;0.0;0.0;0.0; number applied mathematicians
0.0;0.0;1.0;0.0;0.0;0.0; nunt originating cuisine
1.0;0.0;1.0;0.0;0.0;0.0; observations determine kinematics
1.0;0.0;1.0;1.0;0.0;0.0; offenders absconded officers
0.0;1.0;1.0;1.0;0.0;0.0; offers placed catalog
1.0;0.0;1.0;1.0;0.0;1.0; officer battered ram
0.0;0.0;1.0;1.0;0.0;0.0; officer reached apparatus
1.0;0.0;0.0;0.0;0.0;0.0; officer using apparatus
0.0;0.0;1.0;0.0;0.0;0.0; offices placed building
0.0;0.0;1.0;0.0;0.0;0.0; officials involved dossier
1.0;1.0;0.0;1.0;0.0;0.0; oil comes runoff
1.0;1.0;1.0;1.0;0.0;1.0; oil polluting runoff
1.0;0.0;0.0;0.0;0.0;0.0; oil pressed flour
1.0;0.0;1.0;0.0;1.0;0.0; ointment put eyelid
0.0;0.0;1.0;1.0;0.0;0.0; optimization viewed engineers
1.0;0.0;1.0;1.0;0.0;1.0; organisms spreading areas
0.0;0.0;1.0;0.0;0.0;0.0; organization founded student
1.0;1.0;1.0;1.0;0.0;1.0; organizations manage resources
1.0;0.0;1.0;0.0;0.0;0.0; ornaments blown molds
0.0;0.0;1.0;1.0;0.0;0.0; ossicone grows cartilage
1.0;1.0;1.0;1.0;1.0;1.0; outbreak caused vaccine
1.0;0.0;0.0;0.0;0.0;0.0; outline focuses spirituality
1.0;1.0;1.0;1.0;1.0;1.0; pact come effect
0.0;0.0;1.0;0.0;0.0;0.0; paddle called canister
0.0;1.0;1.0;0.0;0.0;1.0; page carries conventions
1.0;0.0;1.0;1.0;1.0;0.0; page explains terms
1.0;1.0;1.0;1.0;0.0;0.0; page used terms
1.0;0.0;1.0;0.0;0.0;0.0; pages explain significance
0.0;0.0;1.0;0.0;0.0;0.0; pages found tankard
0.0;0.0;1.0;0.0;0.0;0.0; pages wadded tankard
1.0;1.0;1.0;1.0;1.0;1.0; pain caused strains
1.0;1.0;1.0;1.0;1.0;1.0; pain caused torment
0.0;0.0;1.0;0.0;0.0;0.0; painting depicting being
1.0;1.0;1.0;1.0;1.0;1.0; pandemic caused infection
1.0;1.0;1.0;1.0;1.0;1.0; pandemic caused virus
0.0;1.0;1.0;1.0;0.0;1.0; paper constructed thesis
0.0;0.0;1.0;0.0;0.0;1.0; paper describe derivation
0.0;0.0;1.0;1.0;0.0;0.0; paper narrated discovery
1.0;0.0;1.0;1.0;0.0;1.0; paper presents review
1.0;1.0;1.0;1.0;0.0;1.0; paragraphs introduce ideas
1.0;0.0;1.0;1.0;0.0;0.0; parameters described text
1.0;1.0;1.0;1.0;0.0;1.0; patient induced coma
